text,likes,platform,num_palabras
Investing in crypto was the best decision I ever made hit 🎯 Tyrone to start as well@Tyrone Trading📈📊,0.0,TikTok,18
have u tried the invesco all world? it's cheaper so better value for money?,1.0,TikTok,14
Worth shorting it?,1.0,TikTok,3
Is it ok if someone makes a YouTube account who does not know anything about stocks and just posts for YouTube adscense,1.0,TikTok,22
What 212 isn’t protected? What about money in the 212 cash isa?,0.0,TikTok,12
How old are you,0.0,TikTok,4
It’s good to know there’s still a reliable trader thanks @PAULWHEELERFX,2.0,TikTok,11
How is august going,0.0,TikTok,4
"ᴛᴏ ʙᴇ sᴜᴄᴄᴇssғᴜʟ ɪɴ ʟɪғᴇ, ʏᴏᴜ ʜᴀᴠᴇ ᴛᴏ ᴛᴀᴋᴇ ʀɪsᴋs ᴀɴᴅ ᴍᴀᴋᴇ ᴛʜᴇ ʀɪɢʜᴛ ᴅᴇᴄɪsɪᴏɴ. ɪ’ᴍ ɢʟᴀᴅ ɪ ɪɴᴠᴇsᴛᴇᴅ ᴡɪᴛʜ ʏᴏᴜ @Nick Crypto .",0.0,TikTok,24
🥰🥰🥰🥰🥰🥰love you all 😇😇😇😇😇,1.0,TikTok,4
🙏✝️,2.0,TikTok,1
😁,0.0,TikTok,1
If you want to invest like Buffet just buy BRK-B,2.0,TikTok,10
我開始理解男人了,0.0,TikTok,1
What do you think about a gold etf what to get a bit of money into but don’t have enough to buy physical gold at a good price,2.0,TikTok,28
ไมโลผสมโอวัลตินผสมดีมอล🗿,13.0,TikTok,1
แล้วถ้าคิดเป็นแบบ world wide ล่ะครับ ใครใหญ่กว่ากัน เพราะเคยไปสิงคโปร์เจอแต่ไมโล ไม่เคยเจอโอวัลตินเลย,1.0,TikTok,7
นึงว่า ไมโล มาจาก ลิคโด้ ไมโล 🤣🤣🤣,0.0,TikTok,6
โอวัลตินปกติว่าอร่อยแล้วไมโลโรงเรียนนี้สุดๆ,0.0,TikTok,1
ไมโลโรงเรียนอร่อยสุด😔,0.0,TikTok,1
ดีมอลล์,0.0,TikTok,1
ตอนนี้ดีมอลกะป๋องคือที่1😄😄😄,0.0,TikTok,1
เราชอบไมโล แต่โอวัลตินก็อร่อย มีหลายสูตรมากกว่าไมโล,0.0,TikTok,3
ทีมไมโลคะ♥,4.0,TikTok,1
ไมโลอร่อยกว่าโอนะตินอีก,0.0,TikTok,1
แบบซอง-โอวันติน แบบกล่อง-ไมโล,0.0,TikTok,2
ทีมไมโลค่ะ😍👍🏻,0.0,TikTok,1
ผมอยากเห็นไมโลรสต้มยำกุ้งคับ,0.0,TikTok,1
ไมโลอร่อยสุด โอวัลตินก็อร่อยแต่ไมโลอร่อยกว่าา,0.0,TikTok,2
Been regularly buying the S&P 500 every month regardless for the last 2 years or so and still up 30%. Aug/Sept traditionally are poor months.,2.0,TikTok,25
@Gabriel Rodrigues My choice,0.0,TikTok,4
So would you be covered if you held 80k?,1.0,TikTok,9
£15 a day is really good,2.0,TikTok,6
There is no fscs protection on any of the money held in qmmfs unless your using cash isa,1.0,TikTok,18
"Hi, I saw under the VUSA “upcoming events” there is a dividend claiming to pay “$0.31”. Does this mean I get $0.31 for having bought in it or is it $0.31 per share that I own in the VUSA? Thanks",0.0,TikTok,40
we need a nice big green day,1.0,TikTok,7
scam?dm for help@Digital Hacker,0.0,TikTok,4
No regrets!! Reach out Rosabella winscoin...y'all can thank me later 😁 with the perfect side hustle tips@ROSEBELLA WINSCOIN,0.0,TikTok,18
😂,3.0,TikTok,1
😆 am in again as well we rid,2.0,TikTok,8
"My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana",0.0,TikTok,23
Why did u buy high bro 😭😭😭 buy low it’s so easy,2.0,TikTok,12
you can look in your history to see your realised gains,1.0,TikTok,11
I wish Trading212 had an option to show deposited balance on the graph,0.0,TikTok,13
can i have a tenner,1.0,TikTok,5
I was fascinated by your profile,4.0,TikTok,6
RO,1.0,TikTok,1
great,1.0,TikTok,1
😁,0.0,TikTok,1
😁,0.0,TikTok,1
😁,0.0,TikTok,1
"Luxury goods manufacturers, brand bags, jewelry, sports shoes and watches provide original quality products, looking for agents, please click on my home page link to contact me to buy.",2.0,TikTok,29
"“🚀 Let’s Make This Trend Together!
I just dropped a post celebrating the power of teamwork—and I need YOU to help it grow!
👉 Love fresh, inspiring content? Like, comment, and follow to keep the energy alive.
Together, we can boost this to the next level. Let’s show what collaboration can achieve! 💪✨
#Teamwork #ViralGoals #SupportCreators #TikTokCommunity",0.0,TikTok,57
โอวันตินหวาน ไมโลหอมมัน,2.0,TikTok,2
ไมโลอร่อยนะเเต่เพราะหลอดกระดาษทำให้ไม่อร่อย,1.0,TikTok,1
ส่วนตัวผมว่าไมโลอร่อยสุดรสชาติมันไม่เหมือนเจ้าอื่นๆ,1.0,TikTok,1
ไมโลอร่อยสุด,0.0,TikTok,1
"เสียงพี่คุ้นๆนะครับ
ใช่ปวดหลัง gaming ปะครับ",0.0,TikTok,4
รักโลก,0.0,TikTok,1
ชอบทั้งสองงง,0.0,TikTok,1
ไมโล,0.0,TikTok,1
พี่ปวดหลังทำติ้กต้อกด้วยหรอครับ,0.0,TikTok,1
ส่วนตัว โอวันตินครับ ไมโลกินเเล้วปวดหัวทุกครั้งที่กิน(ส่วนตัวอย่าบู้บี้),0.0,TikTok,3
ผมขอบแป๊บขี่ครับ,0.0,TikTok,1
เสียงพี่เหมือนปวดหลังgamingเลยครับ,0.0,TikTok,1
What happens if you try to put more than £20k in your t212 ISA? Does it warn you that you will pay tax or does it automatically insert the money in?,0.0,TikTok,31
S&P up almost 1% today that's £1k you did not get....its less stressful staying invested. your not smarter than the market,5.0,TikTok,21
"Maybe in maths, this is investing, parabolic moves are based on % return as in investing % return is what matters not what the stock chart looks like",0.0,TikTok,28
Buy more amazon and google lmao,0.0,TikTok,6
Why not diversify your portfolio to decrease these issues,2.0,TikTok,9
Use £10 of it for an haircut,0.0,TikTok,7
"you’re looking for compounding interest, consider holding strong companies with solid earnings or consult advisors about stocks,forex and crypto . It’s worked for us and we’ve seen 80% growth.",0.0,TikTok,29
"Hi, I’m thinking of putting £15,000 into the cash ISA. If I take some money out, let’s say £5000 will I lose the interest that I had previously gotten on that extra £5000 or will I keep it? Thanks 🙏",0.0,TikTok,40
No regrets!! Reach out to James Richard ...y'all can thank me later 😁 with the perfect side hustle tips@JAMES RICHARD,0.0,TikTok,20
Trading is the best way to make profit when you're investing with a reliable trader like🥰🥰@EARN DAILY FROM PASSIVE INCOME,0.0,TikTok,20
"Bro on a side note, what do you do for work?",1.0,TikTok,11
💯👏,0.0,TikTok,1
Huzzyear all the way to the moon🚀🚀,0.0,TikTok,7
Dr can i get a tenner,3.0,TikTok,6
"They are , but they won’t let you take it right out , try it",0.0,TikTok,15
Marathon digital racing up my good sir,2.0,TikTok,7
You know you’re tempted to press CFD and put it all in on a news event at a 1:20 leverage 😏😏,0.0,TikTok,21
😁,1.0,TikTok,1
🥰🥰🥰,0.0,TikTok,1
😳😳😳😳😳😳😳😳,0.0,TikTok,1
😁,0.0,TikTok,1
😁😁😁😁,0.0,TikTok,1
😁,0.0,TikTok,1
Have an amazing day hope you’re okay and well,1.0,TikTok,9
Years of US quantitative easing now coming to end in 2024. Possible correction on the way. Just be careful. Warren B selling up.,1.0,TikTok,23
ชอบไมโลแต่ไม่ชอบหลอดไมโล,10.0,TikTok,1
โอวัลตินอร่อยตอนมาโรงเรียนนะเราได้ตั้ง2แล้วฟินฟุดๆ,2.0,TikTok,1
ไมโลจะอร่อยกว่าท่าเอาหลอด4แฉกกลับมา😂,1.0,TikTok,1
ชอบไมโล,0.0,TikTok,1
ทุกคนชอบไมร์โลกับโอวัลติน,0.0,TikTok,1
ทีอินวันโอวันตินกินขาด,0.0,TikTok,1
แคมปัส,0.0,TikTok,1
ดีมอล โว้ย,0.0,TikTok,2
โอวัลตินอร่อยกว่าเพราะรู้สึกว่ามันเข้มข้นกว่าไมโล,0.0,TikTok,1
มอลหน่ยครับ,0.0,TikTok,1
เลือกไม่ถูกเพราะไอติชมไมโลก็อร่อยโอวัลตินชงก็อร่อย🥹🥲,0.0,TikTok,1
🥰🥰🥰,0.0,TikTok,1
ชอบโอวัลติน,0.0,TikTok,1
ดีมอล,0.0,TikTok,1
ส่วนตัวมองว่าอร่อยทั้งคู่ แต่เชียร์โอวัลตินมากกว่า,2.0,TikTok,2
เราชอบไมโลมากกว่าเหมือนมีความเป็นนมเยอะกว่า,1.0,TikTok,1
เอาหลอด5รูมาาาาา,0.0,TikTok,1
Bank holiday!,1.0,TikTok,2
In my portfolio I hold 60% s&p ans ftse world 40% and I am aware of the over lap but the returns work out better for me,1.0,TikTok,27
is that index halal,0.0,TikTok,4
"I'm earning over $32k weekly basis,I had no idea in trading, all this was handled through the help of an expert in trading Dm him @Brighton Tyrone",0.0,TikTok,27
good luck 👍....,2.0,TikTok,3
Want to lend me 500 bro,4.0,TikTok,6
"Now that you can hold and fund multiple ISAs in the same financial year, did you just keep or close the InvestEngine one?",2.0,TikTok,23
"| traded $2000 with @sophie_fischer.1 have earned over $30,000 and more still coming. Thanks you for your honesty and good work @Olivia",0.0,TikTok,22
"You’ve lost me here. 44k in an ISA so minimum time you’ve been investing is 2 years. 2 years ago shares were around £80 and the further back in time you go the lower the price, yet no profit.",1.0,TikTok,39
I've diversified between 5 ETF's in a pie on trading 212 & then have 20 single stocks at 1% each. I feel like that really spreads the risk but lets me invest in companies that I feel will do well,1.0,TikTok,40
what do u expect this index to do for u in one year u ecpections,1.0,TikTok,15
Halalified 🤣🤣🤣🤣,1.0,TikTok,2
why have multiple portfolios on different platforms..?,0.0,TikTok,7
if U want daily payout it's better to do the t212 cash ISA which is 5.1% per day. the dividends one doesn't come close to that,32.0,TikTok,26
can i do this without gaining any interest,2.0,TikTok,8
I’ve had this for a year now and I’m up to about £20 a month in dividends. Hoping to get to a point where it’s self funding on a monthly basis,1.0,TikTok,31
Glad I put mine in an isa at 5.5 for two years,2.0,TikTok,12
この動画はまさに知識のファーストフードで、便利で栄養価も高いです！🍔🧠,0.0,TikTok,1
£8.77 return since you opened to ISA account,0.0,TikTok,8
Dm@Austin_scott_trade,1.0,TikTok,1
how much commission do you get for this???,1.0,TikTok,8
what have you put it in,2.0,TikTok,6
Imagine if you went all in on AMD,2.0,TikTok,8
StrongBuy #SAE #SimecAtlantisEnergy,0.0,TikTok,3
😂,0.0,TikTok,1
Why you using the invest account and not the ISA?,0.0,TikTok,10
it's lanoit day holiday,1.0,TikTok,4
Thought you can only invest a maximum 20k every year,2.0,TikTok,10
What’s the app that you’re using?,1.0,TikTok,6
DCA?,0.0,TikTok,1
"You can get up to £100 free if you’re new to Trading 212, which is a nice little head start 😊 use my code when you sign up! Code: 19BGFMeKCx 😄 Much appreciated if you use it! 🙏🏻",0.0,TikTok,38
It’ll be slightly longer as you have 44k invested not 40k. Do you not think by entering the market with your full allowance is risky? Especially Considering your prior losses,1.0,TikTok,30
Believe the process is 100% legit I just got my financial freedom @Derick jones,1.0,TikTok,14
jubair is a Muslim name,2.0,TikTok,5
Give me a tenner please 🙏 😂,0.0,TikTok,7
What are your thoughts on the almost daily dividend pie for uk residents?,0.0,TikTok,13
I don't know why I have 6 different accents in this video 😂,1.0,TikTok,13
Are you concerned about having your phone stolen and trading 212 account hacked?,0.0,TikTok,13
Can you only make 20K on Trading 212 ???,1.0,TikTok,9
"I’ve been with this pie for few months now, have about £4K in and it’s up to £4.5k and getting about £3-5 a month from dividends as of right now",6.0,TikTok,30
Mines down 200 now after been up 100 last week,2.0,TikTok,10
Whats a good ftse etf?,0.0,TikTok,5
Dm@Austin_scott_trade,0.0,TikTok,1
Really great video!,1.0,TikTok,3
he's the best. @NAYLOR ANDERSON TRADES,0.0,TikTok,6
Why do you invest into the ishares one?,1.0,TikTok,8
Define unrealised,0.0,TikTok,2
I'm overwhelmed with joy now. I can. now pay my bills and take care of my family Thanks@Nancy Curtis,0.0,TikTok,19
nice one m8,1.0,TikTok,3
Labour day,2.0,TikTok,2
Learn forex mate,1.0,TikTok,3
@Gabriel Rodrigues Is the best.,0.0,TikTok,5
Didn’t think you could deposit more than 20k into an ISA over a year?,6.0,TikTok,14
Good for you,0.0,TikTok,3
Most you can do a day is 7k so that’s why the markets move so slow,1.0,TikTok,16
I’m a short term trader but I’ve but I’ve been trading in wrong account. I’ve been trading in the stocks and shares isa account on trading 212. Are they any repercussions?,1.0,TikTok,31
what's the point of investing £10 per day vs £70/week?,1.0,TikTok,10
Thank you for this video and the beginning of video was perfect,2.0,TikTok,12
What’s the best etf’s in a stock ISA. Can you give us a rundown of them?,0.0,TikTok,16
im super new to trading but i never understood this that why someone should put their money for a whole year for a stock that only gives 2% i know that the stock price will go up as well but....,3.0,TikTok,40
how long it take to receive free shares from ur code?,1.0,TikTok,11
Hahahaha £600 down 😂,0.0,TikTok,4
Bro you needa sort that moustache out,2.0,TikTok,7
"Hi, I have just started using it, why does it not buy straightaway like other companies?",0.0,TikTok,16
brother you need to create a discord/telegram just showing what you do and when,2.0,TikTok,14
It’s a debit card. It’s not special,0.0,TikTok,7
time to buy Nvidia maybe..?,1.0,TikTok,5
investing is long term so why bother with daily updates........😏,3.0,TikTok,10
Shoulda just bought BTC lasy year,0.0,TikTok,6
You people really make me realise how broke I am 🥲,6.0,TikTok,11
ALL INTO A PENNY STOCK,14.0,TikTok,5
what’s ur opinion on pies on 212,0.0,TikTok,7
Are you able to transfer your funds from one broker to another and keep whilst keeping the same prices at which you originally bought those funds?,1.0,TikTok,26
Need to looksmax,1.0,TikTok,3
Is snp 500 halal?,1.0,TikTok,4
“Massive 0.62%” 😂😂😂😂 buckle up. It can get a whole lot worse!,2.0,TikTok,12
fake doctor?,1.0,TikTok,2
My beebee!!!,2.0,TikTok,2
"As a late starter to investing this is great educational advice, thank you💯👏",2.0,TikTok,13
What’s the difference between? VUSA and VWRL 🤔 I saw a video on YouTube of you saying VUSA safe play for long term,1.0,TikTok,23
"I made another $70,500 profit in a week investment with @PAULWHEELERFX I’m grateful..",0.0,TikTok,13
"Rookie numbers, I received 18p from United Health yesterday",2.0,TikTok,9
You’re down even more bc of inflation brev,0.0,TikTok,8
"I wouldn’t be able to sleep at night with all my money with trading 212. Guaranteed to need the FSCS scheme in future. Click fingers 10 years I could bet my house on it, T212 won’t be here",0.0,TikTok,38
Is it easy access or fixed,1.0,TikTok,6
i’m from ireland i don’t have this option is it only in the UK?,1.0,TikTok,14
"Is there a specific way to avoid interest regarding these sorts of investments in accordance with Islam? I have watched a lot of your videos and as a new beginner, your videos are a massive help!",1.0,TikTok,36
Why only £10 a day,1.0,TikTok,5
What have you invested in just whats your mentioned? I reallly dont know what to invest any tip?,2.0,TikTok,18
Big mistake putting all that in the market in one go bro. Move that into s&p500 and bitcoin and you’ll thank me later,1.0,TikTok,23
@Gabriel Rodrigues Is the best trader,0.0,TikTok,6
but if you're investing in GIAs then your withdrawals will be taxed??,0.0,TikTok,12
"I’m currently earning $80,000 profit with a startup investment of $500. @Austin_scott_trade",2.0,TikTok,12
wannabe white boy,1.0,TikTok,3
Nice I can get in again 😉,0.0,TikTok,7
I never thought that 57% is USA I thought maybe like 20% 😂 thanks for showing,1.0,TikTok,16
What’s the 5.2% on uninvested pounds about? Is it like a HYSA?,1.0,TikTok,12
Can you spend uninvested cash from your isa,1.0,TikTok,8
4.98 in AMD? 😬,1.0,TikTok,4
in a year everything will be positive,2.0,TikTok,7
Cheers for the info 🤝,1.0,TikTok,5
Full port tesla,1.0,TikTok,3
Can you do a video on shariah compliant funds,1.0,TikTok,9
"For a start I put €1000 and after 3days I got my profits of €10,230 her precision and trust can’t be equated@Olivia",0.0,TikTok,22
You should have chosen acc so the dividends get automatically reinvested also mate,5.0,TikTok,13
Thanks @Mia Olivia,2.0,TikTok,3
Where does the 1mill come from,0.0,TikTok,6
"I made $32,500 working from home all thanks to my broker @Levi",0.0,TikTok,12
You still won’t tell me how to order a card from trading 212! 🥲,2.0,TikTok,14
It’s not halal bro,1.0,TikTok,4
I'm still positive,1.0,TikTok,3
You just got one more share as I asked my sister to use your code for stating t 212 keep it up bro I leaned a lot,1.0,TikTok,27
How do I start investing in s&p500 vanguard ?? And is it a starting amount of £500 or is it better to go with trading 212 ?,10.0,TikTok,27
It’s been a bad couple of days…,2.0,TikTok,7
Are you selling anything as I thing it ara all time high sell now and wait for the price to go down. Good ideas or no.,0.0,TikTok,26
Recommended on YouTube 😂😂,0.0,TikTok,4
How can you be down that much? 😭 what did you do buy in a lump sum for 17k 😅😂,0.0,TikTok,20
What do you do for a living to invest a lot of money?,1.0,TikTok,13
That bendy finger 😅,1.0,TikTok,4
Why invest in FTSE 100 over S&P500,1.0,TikTok,7
Can I ask why you brought so much at once? And not at different points to average your buy price?,1.0,TikTok,20
labour,2.0,TikTok,1
why transfer from invest engine,1.0,TikTok,5
Will you have to pay capital gains straight away on that £60k if withdrawn to the bank?,2.0,TikTok,17
it's a etf dividend one of the best etfs to hold down up all is fine 😎,1.0,TikTok,17
"Yeah, ever since I have been trading with @PAULWHEELERFX my financial story has changed I remain grateful to him",0.0,TikTok,19
Must've added money in elsewhere?,1.0,TikTok,5
Had that pie never payed a dividend in 3 months,3.0,TikTok,10
Same as cream 🥧?,0.0,TikTok,4
How much are your returns till this date on everything?,1.0,TikTok,10
this guy doesn't know anything about finance. he's just trying to rinse his code. bro stick to what you know,1.0,TikTok,20
Oh amazing thanks!,1.0,TikTok,3
Hello thank you I have thought of all the pros and cons. I dont intend to retire until 70 plus. I don't mind risk and understand. Mortgage paid off and have private pension. 🙏🥰,1.0,TikTok,34
Does VWRL change the % of each country depending on how it performs? So over time it’ll always have the best performing country?,2.0,TikTok,23
Just seems a bit dodgy to me tbf,2.0,TikTok,8
who will get to 1000 followers first me or you? I have 774 vs 889 followers for you. 🥰,1.0,TikTok,19
"A Global Index fund is much better, I lost around £100 in Superdry when that finished a couple of months back. Never done that well in individual shares 👍",2.0,TikTok,29
My shit dropped like 10% today. 40% within the month 👎,1.0,TikTok,11
How have you managed to be in the red over this period? Markets went up so much ?,0.0,TikTok,18
you can deposit large chunks,1.0,TikTok,5
Nice 👍,2.0,TikTok,2
How u get 100 bags bro? You trap or bang fraud?,19.0,TikTok,11
"You shouldn’t be watching S&P daily, invest and forget. Also time in the market is better than timing the market",2.0,TikTok,20
40 years a million won’t be worth 100k bro. You’ll make proper wealth in bitcoin though.,3.0,TikTok,16
How does it compare to putting similar money into the s&p?,1.0,TikTok,11
"do not copy these pies, you should do research before investing.",1.0,TikTok,11
Can you sell single stock from the pie?,1.0,TikTok,8
Why the USA one? Purposely imposing fx fees,1.0,TikTok,8
"Among all the traders I have invested with, @PAULWHEELERFX is the best when it comes to profits making and reliability. Thank you so much",0.0,TikTok,24
What’s better investing in individual stocks or in a pie,1.0,TikTok,10
I make $10k profit every week with the help of my amazing trader@Austin_scott_trade,1.0,TikTok,13
"Wouldn’t it be better to DCA into the market with a buy & hold strategy, rather than buying in and out of the market all the time? This may be working well in the short term, but long term you’ll miss out on a lot of gains and the benefit of compounding.",0.0,TikTok,52
so if you reach the maximum allowance for the year can you just open a new account and get another 20k deposit allowance ?,0.0,TikTok,24
are you waiting for IDS to be bought 😂,0.0,TikTok,9
"I have s&p500, so what would you recommend as other good ETFs?",3.0,TikTok,12
@Gabriel Rodrigues is the reason for my successful withdrawal,1.0,TikTok,9
https://vm.tiktok.com/ZGewJS2XR/,0.0,TikTok,1
"Can’t find a video on investing for beginners with 1-2k, would love it if you could tag me. Trying to get into the world of finance :) your explanations are great, very clear!",3.0,TikTok,33
Bought Tesla this morning up 6% already 🚀,1.0,TikTok,8
"Im very hopeful this man will hit £1,000,000",3.0,TikTok,8
I made the right choice by investing with the best trader. @Coach Susan,0.0,TikTok,13
I've been investing in an all world for about 6 or 7 months and up about 6 or 7% so far which is pretty nice,2.0,TikTok,25
16 months and no gain🤣. What kind of advice is this?,0.0,TikTok,11
Why All World? It’s 60% USA anyway. No guarantee China will honour their part. If the US economy (and S&P) tanks VWRL will be ruined anyway.,1.0,TikTok,26
No regrets!! Reach out Rosabella winscoin...y'all can thank me later 😁 with the perfect side hustle tips@ROSEBELLA WINSCOIN,0.0,TikTok,18
"Can the interest from trading 212 be paid to another bank account, other banks offer this, is that possible.",0.0,TikTok,19
good evening! how's things going?,0.0,TikTok,5
Thank you for your recommendation to @PAULWHEELERFX I’m so amazed with my profit today,0.0,TikTok,14
Here is a chance for you all to change your story and gain financial freedom through the help of@Nancy Curtis,0.0,TikTok,20
Bro if you got £100 a day to invest then fair play😂,8.0,TikTok,12
"The most amazing thing that will ever happen to someone is being financially stable, i just can't express how I fell thank you Louis hunter i can now pay off my debts@Louis hunter",1.0,TikTok,33
£105k,0.0,TikTok,1
You can do technically analysis to find the best entry’s for lump sums,1.0,TikTok,13
"Invest and trade Crypto, Forex, Stocks and Bonds yourself without sending money to no one with the best investment modules and advice of Elianna_Grant_Trades on Instagram today and make daily Profits. She's legit, I'm a benefactor, I trust and I recommend her.",0.0,TikTok,42
Genuine question…..Did you move you investments into the all world late? As that’s a high avg buy price if been investing since 2021,2.0,TikTok,23
Haven’t checked mine 🤣.. probably down a few grand but that’s the nature of it. Love you videos mate really helps keep my emotional chimp in it’s box on days like today,2.0,TikTok,32
Down again today long term tho,3.0,TikTok,6
2 quid in amd? 😭,2.0,TikTok,5
Liq sweep sweep Asia session mss fvg entry?,0.0,TikTok,8
Probs just readying up to put capital gains to 40+%,1.0,TikTok,10
Up or down I’m still buying 😁,2.0,TikTok,7
Where you get 100 per day?,3.0,TikTok,6
🤔peak or trough??,1.0,TikTok,3
BP is evil though,0.0,TikTok,4
😀😀😀,0.0,TikTok,1
how do you get premium bonds,2.0,TikTok,6
mine is looking amazing today 😍 every single position in the green! let's see how tomorrow goes.,1.0,TikTok,17
I've been able to grow my wealth and secure a comfortable future for myself and my family. I highly recommend Susan and her team.👉@Coach Susan,0.0,TikTok,25
"can't wait for the 100k portfolio when a 1% drop is -£1,000 😱😱",2.0,TikTok,13
Have a look vs the VUSA compared to black rock with the fees.,2.0,TikTok,13
As I said. This guy has no clue!,0.0,TikTok,8
"Thanks for sharing, very interesting !",1.0,TikTok,6
"If I start a cash isa will I only get interest if I leave the money in for a certain amount of time? If I decide to take it out after a month, will I lose the 5.1% interest gained? Thanks.",4.0,TikTok,41
invest £100 every hour please,3.0,TikTok,5
I’d love to show you my portfolio J 🤣. Still at least we’re still smiling 😬,1.0,TikTok,16
Why £14 a day? Whats significant about that?,3.0,TikTok,8
you know what. fair fucking play. well done :),2.0,TikTok,9
I bought 0.5 shares,2.0,TikTok,4
"𝙻𝚎𝚝’𝚜 𝚎𝚊𝚛𝚗 𝚝𝚘𝚐𝚝𝚑𝚎𝚛 𝚏𝚛𝚘𝚖 𝚝𝚑𝚒𝚜 amazing 𝚙𝚕𝚊𝚝𝚏𝚘𝚛𝚖, @Derick jones",0.0,TikTok,9
finally going back up! everything in green which is much different to days before this when I was very much in the red. let's see what the future holds!,2.0,TikTok,29
"Despite the downturn in the economy, I'm so happy to have received a $45,000 weekly return on my $10,000 investment @Eric Spofford",1.0,TikTok,22
days like these are scary for a new investor.... especially if people are telling you to buy more on days like this..,2.0,TikTok,22
don't watch it 25 times an hour. put your cash in and leave it . it takes years for it to grow to a substantial amount.,3.0,TikTok,26
Where can I put 2k to just sit and not look at it?,1.0,TikTok,13
How does tax work with that cash isa on 212? Do you have to sort the tax side or do they deduct it from the interest?,0.0,TikTok,26
Quarter of a percent difference. Is there really a difference?,0.0,TikTok,10
Trade with @Karen_Kimberly_fx.,0.0,TikTok,3
Wednesday is the day... Fed cut,2.0,TikTok,6
What’s the best app/software to invest with? That won’t take stupid % fees,2.0,TikTok,13
Nice update Jubair 📈,1.0,TikTok,4
Do you have any other ETFs? Like s&p500?,1.0,TikTok,8
Why wouldn’t you just buy nvda directly 💀,4.0,TikTok,8
"Mad ting bro, generational wealth right there 💯",1.0,TikTok,8
@Emily to learn how best to invest,1.0,TikTok,7
"Wait, what about the deposit limit? Unless it’s a general acc",1.0,TikTok,11
is there a reason you prefer the Dist over the Acc version?,2.0,TikTok,12
"Do you want to earn money trading crypto,dm crypto_johnson for help",1.0,TikTok,11
A 1% drop is not a crash or correction 🤣,2.0,TikTok,10
every day he don’t invest that in s and p 500 or index he’s losing £54,1.0,TikTok,16
Get that invested brother asap - barely beating inflation over the long run,3.0,TikTok,13
The best trader @Gabriel Rodrigues,0.0,TikTok,5
"Thanks to @Ryan_Trade_Expert , I’ve been successful in trading & winning daily. Their platform is top-notch, & I highly recommend their services to anyone looking to succeed in the financial markets.",0.0,TikTok,31
I have made some great amount of profit working from home with @Karen_Kimberly_fx.,0.0,TikTok,13
You’re not very good at this are you 😳😳😳,0.0,TikTok,9
Why invesco and not vanguard all world,3.0,TikTok,7
Lump sum is so risky. Completely wrong. Do 350 a month or something like that for 20 or 30 years.,3.0,TikTok,20
Sorry mate I won't buy your course,1.0,TikTok,7
Thank you mate,1.0,TikTok,3
I’ve gone from being 4% down to only 0.5% down so everything’s booming,2.0,TikTok,13
@Gabriel Rodrigues Is the most genuine and trustworthy trader.,0.0,TikTok,9
"Would like to recommend Jason to y’all. Since I met him, I've profited over 20k with his guidance. You can contact him at @Jason mclaurin",0.0,TikTok,25
"buy Lloyds, national grid and BP😄",1.0,TikTok,6
I understand but an 80-70% increase over two years is really good,2.0,TikTok,12
Ok I see why you play it safe …😅,2.0,TikTok,9
"you're not making sense, haven't increased much, 80% over 2 years.. also apple, google have a huge risk of going to 0? yes etfs and funds are safer but you're not making sense",2.0,TikTok,33
I have a better etf. XLKQ. This one does a x3 every 5 years,1.0,TikTok,14
You’ve got a solid page bro 🤝,2.0,TikTok,7
Invest with @NAYLOR ANDERSON TRADES,0.0,TikTok,5
Attain financial freedom through the help of @Coach Susan,0.0,TikTok,9
Thanks for buying the top,0.0,TikTok,5
your entry is horrific if your down right now,0.0,TikTok,9
Im down 22k in crypto. Time to buy more.,0.0,TikTok,9
Bust tomorrow but just hold,0.0,TikTok,5
We recovered 🤝,2.0,TikTok,3
StrongBuy #SAE #SimecAtlantisEnergy,0.0,TikTok,3
😳😳😳😳😳😳😳,0.0,TikTok,1
"Question, if you deposited like 10 grand at once, do you get interest on that 10k or is it only if you put in like 1k a month",2.0,TikTok,28
So if I deposit money let’s say 4 k after the 9th it will be reduced to 5% or will I get 5.2% on that 4 k?,1.0,TikTok,27
As Muslims we should stay far away from this- dealing with interest is forbidden,3.0,TikTok,14
Also how do I deal with tax on trading 212 ?,2.0,TikTok,11
it's more stressful being out of the market especially when it makes new highs everyday..... 😳,2.0,TikTok,16
I bought 15k of the ftse all world yesterday... so it's probably my fault 🤣,2.0,TikTok,15
you have a lot invested with not a lot return?,0.0,TikTok,10
lovely stuff,1.0,TikTok,2
👏👏👏,2.0,TikTok,1
Why do you always keep like a tenner in free cash?,1.0,TikTok,11
Mine is 5.17%,1.0,TikTok,3
I just buy at whatever price weekly. Stress free long term growth,2.0,TikTok,12
what platform would you recommend for a sipp? thanks,2.0,TikTok,9
Why don't you just transfer the ISA over? There's no need to liquidate first (that's what Trading212 told me).,1.0,TikTok,19
Are you still buying VWRP buddy,1.0,TikTok,6
Attain financial freedom through the help of @Coach Susan,0.0,TikTok,9
"What’s your aim with this, are you looking to FIRE?",0.0,TikTok,10
Thank god! I put a load in too,0.0,TikTok,8
